_id;Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;denominazione_pe;insegna;superficie_somministrazione;CAP;ID_NIL;NIL;MUNICIPIO;LONG_WGS84;LAT_WGS84;Location
2449;C-PE/4576;Bastioni PORTA VOLTA (DI) num.009/11 /11| isolato:084| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Bastioni PORTA VOLTA (DI);;1066;;bar tabac. orchidea bleu;48;;;;;;;
2450;C-PE/4578;Via MARCO (SAN) N. 38| isolato:009| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via MARCO (SAN);38;1036;;;77;20121;2;BRERA;1;9,18908E+11;4,54781E+11;45.4781315105 / 9.18907789521
2451;C-PE/4579;Via MARCO (SAN) N. 29| isolato:087| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via MARCO (SAN);29;1036;a - Ristorante, trattoria, osteria con cucina e simili;;152;20121;2;BRERA;1;9,18854E+11;4,54776E+11;45.4776014157 / 9.18854128104
2452;C-PE/4580;Via MARCO (SAN) N. 23| isolato:087| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via MARCO (SAN);23;1036;;bar caffe;32;20121;2;BRERA;1;9,18842E+11;4,54772E+11;45.4772363584 / 9.18842363574
2453;C-PE/3588;PIAZZA VIRGILIO N. 4| isolato:233| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;PIAZZA VIRGILIO;4;6160;;bar virgilio;93;20123;7;MAGENTA - S. VITTORE;1;9,17333E+11;4,54681E+11;45.4680812528 / 9.17332814099
2454;C-PE/3590;Viale BOEZIO SEVERINO N. 10| isolato:084| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Viale BOEZIO SEVERINO;10;6357;;rist. italo cinese cheng;82;20145;68;PAGANO;8;9,16037E+11;4,5479E+11;45.4789524205 / 9.16036787255
2455;C-PE/3592;VIALE CASSIODORO N. 4| isolato:168| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;VIALE CASSIODORO;4;6359;a - Ristorante, trattoria, osteria con cucina e simili;ristoran.pizzeria donati;92;20145;68;PAGANO;8;9,16008E+11;4,54736E+11;45.4736357726 / 9.16008053559
2456;C-PE/3593;Viale CASSIODORO N. 12| isolato:151| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Viale CASSIODORO;12;6359;;cindy bar;28;20145;68;PAGANO;8;9,16012E+11;45474394229;45.474394229 / 9.16012476848
2457;C-PE/3594;Viale CASSIODORO N. 20| isolato:089| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Viale CASSIODORO;20;6359;;the bia and bar;20;20145;68;PAGANO;8;9,16019E+11;4,54755E+11;45.4755110932 / 9.16018501651
2458;C-PE/3595;Via NIEVO IPPOLITO N. 33| isolato:087| accesso: accesso interno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via NIEVO IPPOLITO;33;6354;;;185;20145;68;PAGANO;8;9,1623E+11;4,54772E+11;45.4772051112 / 9.16229715689
2459;C-PE/3598;Via FERRUCCI FRANCESCO N. 1| isolato:090| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via FERRUCCI FRANCESCO;1;7150;;;49;20145;68;PAGANO;8;9,16456E+11;4,54794E+11;45.4793905979 / 9.16455713644
2460;C-PE/3599;Via FERRUCCI FRANCESCO N. 11| isolato:087| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via FERRUCCI FRANCESCO;11;7150;;cafe nievo;61;20145;68;PAGANO;8;9,16256E+11;4,54783E+11;45.4782665583 / 9.16256223613
2461;C-PE/3600;Via FERRUCCI FRANCESCO N. 11| isolato:087| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via FERRUCCI FRANCESCO;11;7150;;al mercante in fiera;60;20145;68;PAGANO;8;9,16256E+11;4,54783E+11;45.4782665583 / 9.16256223613
2462;C-PE/3601;Via ARCHIMEDE N. 83| isolato:022| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via ARCHIMEDE;83;3086;;in bocca al lupo;22;20129;26;XXII MARZO;4;9,21684E+11;4,54656E+11;45.4655719717 / 9.21683956694
2463;C-PE/3602;Via ARCHIMEDE N. 46| isolato:029| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via ARCHIMEDE;46;3086;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;bar brio;35;20129;26;XXII MARZO;4;9,21542E+11;4,54654E+11;45.4654473317 / 9.21542027082
2464;C-PE/3604;Via BRONZETTI (F.LLI) N. 2| isolato:006| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via BRONZETTI (F.LLI);2;3089;;;50;20129;26;XXII MARZO;4;9,21452E+11;45467255458;45.467255458 / 9.21451646428
2465;C-PE/3607;Via BRONZETTI (F.LLI) N. 26| isolato:028| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via BRONZETTI (F.LLI);26;3089;;;50;20129;26;XXII MARZO;4;9,21451E+11;4,54648E+11;45.4648198133 / 9.21451453304
2466;C-PE/3609;Piazza EMILIA N. 9| isolato:041| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Piazza EMILIA;9;3113;e - Bar gastronomici e simili|f - Bar caffè e simili;bar new world;70;20129;26;XXII MARZO;4;9,21684E+11;4,54628E+11;45.4628496879 / 9.21683990872
2467;C-PE/3615;Corso INDIPENDENZA N. 6| isolato:005| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Corso INDIPENDENZA;6;3118;;bar insolito;52;20129;26;XXII MARZO;4;9,21187E+11;4,54675E+11;45.4675290582 / 9.21187352562
2468;C-PE/2658;Via PIANELL SALVATORE N. 32| isolato:164| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via PIANELL SALVATORE;32;1426;;qum tre;96;20125;13;GRECO;9;9,2046E+11;4,55074E+11;45.5074335963 / 9.20459721733
2469;C-PE/2659;Via PIANELL SALVATORE N. 54| isolato:135| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via PIANELL SALVATORE;54;1426;e - Bar gastronomici e simili;;118;20162;14;NIGUARDA - CA' GRANDA;9;9,20125E+11;4,55086E+11;45.5086331143 / 9.20124979195
2470;C-PE/2660;VIA PULCI LUIGI N. 13| isolato:144| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;VIA PULCI LUIGI;13;1622;f - Bar caffè e simili;il bar;57;20126;15;BICOCCA;9;9,20714E+11;4,55144E+11;45.5144226998 / 9.20713902028
2471;C-PE/2661;Viale SARCA N. 91| isolato:150| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Viale SARCA;91;1427;;;19;20125;13;GRECO;9;9,20524E+11;4,55102E+11;45.5102140916 / 9.20524154161
2472;C-PE/2662;Viale SARCA N. 187| isolato:048| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Viale SARCA;187;1427;;;48;20126;15;BICOCCA;9;9,20891E+11;4,55164E+11;45.5163537404 / 9.20891461995
2473;C-PE/2664;Viale SARCA N. 193| isolato:048| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Viale SARCA;193;1427;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;;101;20126;15;BICOCCA;9;9,20927E+11;4,5517E+11;45.5169844533 / 9.20927085695
2474;C-PE/2667;Via LA FARINA GIUSEPPE N. 1| isolato:050| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via LA FARINA GIUSEPPE;1;1625;;la bicocca;100;20126;15;BICOCCA;9;9,20834E+11;4,55157E+11;45.5157384891 / 9.20833662878
2475;C-PE/2668;VIA MONICA (SANTA) N. 3| isolato:134| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;VIA MONICA (SANTA);3;658;a - Ristorante, trattoria, osteria con cucina e simili|e - Bar gastronomici e simili|h - Wine bar, birreria, pub enoteche, caffetteria, sala da te e simili;bar caffe;69;20123;1;DUOMO;1;9,17755E+11;4,5465E+11;45.4650073038 / 9.17754762318
2476;C-PE/3166;Viale UMBRIA N. 78| isolato:078| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Viale UMBRIA;78;3145;;bar primavera;45;20135;28;UMBRIA - MOLISE;4;92171363831;4,54562E+11;45.4562330821 / 9.2171363831
2477;C-PE/3167;Viale UMBRIA N. 80| isolato:078| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Viale UMBRIA;80;3145;;trattoria masuelli s.marc;81;20135;28;UMBRIA - MOLISE;4;9,21719E+11;45456395359;45.456395359 / 9.21718630177
2478;C-PE/3171;Via ARCONATI COSTANZA N. 2| isolato:077| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via ARCONATI COSTANZA;2;3211;;;46;20135;28;UMBRIA - MOLISE;4;9,21769E+11;4,5458E+11;45.4580128587 / 9.21769300343
2479;C-PE/3174;Via CARABELLI RODOLFO N. 1| isolato:129| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via CARABELLI RODOLFO;1;4096;;;52;20137;28;UMBRIA - MOLISE;4;9,22123E+11;4,54504E+11;45.4503748827 / 9.22123391855
2480;C-PE/3176;VIA CARABELLI RODOLFO N. 7| isolato:129| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;VIA CARABELLI RODOLFO;7;4096;;ristorante bar caffe;220;20137;28;UMBRIA - MOLISE;4;9,22186E+11;4,54505E+11;45.4504829702 / 9.22185810284
2481;C-PE/3456;Vicolo MAPELLI N. 2| isolato:151| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Vicolo MAPELLI;2;7449;;;77;20156;71;VILLAPIZZONE;8;9,1364E+11;45505662962;45.505662962 / 9.13639830766
2482;C-PE/3458;Via DAL RE MARCANTONIO N. 40| isolato:244| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via DAL RE MARCANTONIO;40;7381;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili;;47;20156;71;VILLAPIZZONE;8;9,14347E+11;4,5494E+11;45.4939916494 / 9.14347407895
2483;C-PE/3462;Via ORIANI BARNABA N. 48| isolato:189| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via ORIANI BARNABA;48;7406;;trattoria;85;20156;71;VILLAPIZZONE;8;9,13387E+11;4,55009E+11;45.5009092777 / 9.13386523098
2484;C-PE/3463;Via VARESINA N. 199| isolato:149| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via VARESINA;199;7290;;;119;20156;71;VILLAPIZZONE;8;9,13653E+11;4,55052E+11;45.5051732334 / 9.13652997505
2485;C-PE/3464;Via VARESINA N. 205| isolato:149| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via VARESINA;205;7290;;;42;20156;71;VILLAPIZZONE;8;9,13619E+11;4,55055E+11;45.5054719983 / 9.13618506789
2486;C-PE/3471;Via CORELLI ARCANGELO N. 104| isolato:018| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Via CORELLI ARCANGELO;104;3243;;pizzeria la rustica;55;20134;24;Parco Forlanini - ORTICA;3;9,25972E+11;4,54713E+11;45.4713134203 / 9.25971687029
2487;C-PE/3472;Via TAVERNA N. 34| isolato:016| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via TAVERNA;34;3260;;;113;20134;24;Parco Forlanini - ORTICA;4;9,25611E+11;4,54684E+11;45.4684274041 / 9.25611489001
2488;C-PE/3473;Via ARIALDO (SANT') N. 126| isolato:195| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via ARIALDO (SANT');126;4375;a - Ristorante, trattoria, osteria con cucina e simili;;103;20139;34;CHIARAVALLE;5;9,23792E+11;4,54187E+11;45.4186575315 / 9.23792189164
2489;C-PE/3481;Via GRASSI GIOVANNI BATTISTA N. 67| isolato:019| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via GRASSI GIOVANNI BATTISTA;67;7465;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;;117;20157;74;SACCO;8;9,12049E+11;4,55169E+11;45.5169344524 / 9.12049019404
2490;C-PE/3482;Via VENEZIA GIULIA N. 16| isolato:078| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via VENEZIA GIULIA;16;7500;;castle rock cafe;152;20157;75;STEPHENSON;8;9,11561E+11;4,55146E+11;45.5145601162 / 9.11560968488
2491;PE/25705;VIA FUMAGALLI ANGELO CARLO N. 1 (z.d. 6);SOMMINISTRAZIONE - In piano;VIA FUMAGALLI ANGELO CARLO;1;5149;h - Wine bar, birreria, pub enoteche, caffetteria, sala da te e simili;;90;20143;44;NAVIGLI;6;9,16993E+11;4,54503E+11;45.4503244855 / 9.16992621839
2492;C-PE/3580;Largo QUINTO ALPINI N. 2| isolato:074| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Largo QUINTO ALPINI;2;6346;;bar carillon;77;20123;7;MAGENTA - S. VITTORE;1;9,16793E+11;45472258477;45.472258477 / 9.16793082305
2493;C-PE/3918;VIALE REGINA MARGHERITA N. 1| isolato:036| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;VIALE REGINA MARGHERITA;1;3059;d - Pizzerie e simili;bar dei due g;48;20122;4;GUASTALLA;1;9,20437E+11;4,54576E+11;45.4575689998 / 9.20436940434
2494;C-PE/3919;VIA ORTI N. 7| isolato:116| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;VIA ORTI;7;4031;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;setteorti;32;20122;4;GUASTALLA;1;9,19908E+11;4,5455E+11;45.4549525982 / 9.19908155208
2495;C-PE/3920;Via ORTI N. 12| isolato:038| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via ORTI;12;4031;e - Bar gastronomici e simili|f - Bar caffè e simili;;60;20122;4;GUASTALLA;1;9,20034E+11;4,5455E+11;45.4549519013 / 9.20033530286
2496;C-PE/3921;Via ORTI N. 16| isolato:038| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via ORTI;16;4031;;la magolfa;90;20122;4;GUASTALLA;1;9,2015E+11;4,54551E+11;45.4551159105 / 9.20150362177
2497;C-PE/3922;Via ORTI N. 17| isolato:113| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via ORTI;17;4031;;;65;20122;4;GUASTALLA;1;9,20014E+11;4,54551E+11;45.4551086271 / 9.20014052432
2498;C-PE/3924;Via PACE N. 23| isolato:036| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via PACE;23;3150;e - Bar gastronomici e simili|f - Bar caffè e simili;bar caffe;64;20122;4;GUASTALLA;1;9,20355E+11;45457718982;45.457718982 / 9.20354890889
2499;C-PE/3925;Via PODGORA N. 14| isolato:034| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via PODGORA;14;3055;;;52;20122;4;GUASTALLA;1;9,20347E+11;4,54615E+11;45.4615365899 / 9.20347064383
2500;C-PE/3928;Corso PORTA ROMANA (DI) N. 67|cso di porta romana 067| isolato:115| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso PORTA ROMANA (DI);67;402;e - Bar gastronomici e simili;bar della crocetta;69;20122;4;GUASTALLA;1;9,1954E+11;4,54565E+11;45.4564634959 / 9.19539862028
2501;C-PE/3929;Largo CROCETTA (DELLA) N. 1|cso di porta romana 069| isolato:115| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Largo CROCETTA (DELLA);1;654;;;25;20122;4;GUASTALLA;1;9,19566E+11;4,54563E+11;45.4563072518 / 9.19566431735
2502;C-PE/3930;Corso PORTA ROMANA (DI) N. 79 (z.d. 1);SOMMINISTRAZIONE - In piano;Corso PORTA ROMANA (DI);79;402;;;24;20122;4;GUASTALLA;1;9,19636E+11;4,54559E+11;45.4558847102 / 9.19636182204
2503;C-PE/3931;Corso PORTA ROMANA (DI) N. 83|cso di porta romana 083| isolato:116| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso PORTA ROMANA (DI);83;402;;;116;20122;4;GUASTALLA;1;9,1968E+11;4,54556E+11;45.4556201261 / 9.19679802885
2504;C-PE/3933;Corso PORTA ROMANA (DI) N. 107| isolato:038| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso PORTA ROMANA (DI);107;402;;edo sushi cucina giappone;48;20122;4;GUASTALLA;1;9,19937E+14;4,5454E+14;45.4540155112316 / 9.19937012649252
2505;C-PE/3934;Corso PORTA ROMANA (DI) N. 119| isolato:038| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso PORTA ROMANA (DI);119;402;e - Bar gastronomici e simili;;33;20122;4;GUASTALLA;1;9,20041E+11;4,54535E+11;45.4534892307 / 9.20040631692
2506;C-PE/3935;Corso PORTA ROMANA (DI) N. 129| isolato:038| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso PORTA ROMANA (DI);129;402;;;80;20122;4;GUASTALLA;1;9,20107E+11;4,5453E+11;45.4529799901 / 9.20107457593
2507;C-PE/3937;CORSO PORTA VITTORIA (DI) N. 14| isolato:200| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;CORSO PORTA VITTORIA (DI);14;658;e - Bar gastronomici e simili|f - Bar caffè e simili;bar caffe;41;;;;;;;
2508;C-PE/3939;Via SFORZA FRANCESCO N. 1 con ingresso da v. c. battisti| isolato:199| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via SFORZA FRANCESCO;1;330;e - Bar gastronomici e simili|f - Bar caffè e simili;bar tabacchi;93;20122;4;GUASTALLA;1;9,19878E+11;4,5463E+11;45.4630435396 / 9.19877508182
2509;C-PE/3940;Via SFORZA FRANCESCO N. 5|via sforza francesco 005| isolato:199| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via SFORZA FRANCESCO;5;330;;;57;20122;4;GUASTALLA;1;9,19845E+11;4,54627E+11;45.4627015378 / 9.19844559348
2510;C-PE/3941;Via SFORZA FRANCESCO N. 47 (z.d. 1);SOMMINISTRAZIONE - In piano;Via SFORZA FRANCESCO;47;330;e - Bar gastronomici e simili|f - Bar caffè e simili;;41;20122;4;GUASTALLA;1;9,19382E+11;4,54578E+11;45.4578223284 / 9.19381791937
2511;C-PE/3942;Via SFORZA FRANCESCO N. 49|via sforza francesco 049| isolato:115| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via SFORZA FRANCESCO;49;330;;tutti i giochi di amendol;43;20122;4;GUASTALLA;1;9,19361E+11;4,54577E+11;45.4576617487 / 9.19360775063
2512;C-PE/3943;Corso PORTA VITTORIA (DI) N. 58 con ing.p.zza cinque giornate| isolato:033| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso PORTA VITTORIA (DI);58;3016;;;17;20122;4;GUASTALLA;1;9,20633E+11;4,54621E+11;45.4621131227 / 9.20633196123
2513;C-PE/3945;Corso PORTA VITTORIA (DI) N. 28| isolato:109| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso PORTA VITTORIA (DI);28;3016;;bar garden;62;20122;4;GUASTALLA;1;9,20263E+14;4,54621E+14;45.4621025387128 / 9.20263209344379
2514;C-PE/3946;Corso PORTA VITTORIA (DI) N. 32| isolato:109| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso PORTA VITTORIA (DI);32;3016;;bar tavola fredda;28;20122;4;GUASTALLA;1;9,20296E+11;4,54621E+11;45.4620930571 / 9.20296384391
2515;C-PE/3947;Corso PORTA VITTORIA (DI) N. 42| isolato:033| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso PORTA VITTORIA (DI);42;3016;;bar franceve;59;20122;4;GUASTALLA;1;9,20452E+11;4,54621E+11;45.4621309045 / 9.20451562617
2516;C-PE/3949;Corso PORTA VITTORIA (DI) N. 50| isolato:033| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso PORTA VITTORIA (DI);50;3016;;;30;20122;4;GUASTALLA;1;9,20545E+11;4,54621E+11;45.4621274274 / 9.20544708697
2517;C-PE/3950;Corso PORTA VITTORIA (DI) N. 18| isolato:200| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso PORTA VITTORIA (DI);18;3016;;bar boston;154;20122;4;GUASTALLA;1;9,20003E+11;4,54621E+11;45.4621155502 / 9.20002978373
2518;C-PE/4582;Via SOLFERINO N. 32| isolato:087| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via SOLFERINO;32;1028;;;63;20121;2;BRERA;1;9,18794E+11;4,54772E+11;45.4772445355 / 9.18794096417
2519;C-PE/4584;Via SOLFERINO N. 34| isolato:087| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via SOLFERINO;34;1028;;ristorante pizz.da cecco;70;20121;2;BRERA;1;9,18801E+11;4,54774E+11;45.4774308016 / 9.18800799628
2520;C-PE/4586;Via TURATI FILIPPO N. 29| isolato:089| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via TURATI FILIPPO;29;1053;e - Bar gastronomici e simili|f - Bar caffè e simili;il baretto;59;20121;2;BRERA;1;9,19554E+11;4,5477E+11;45.4770362746 / 9.19554201763
2521;C-PE/4587;Via TURATI FILIPPO N. 26| isolato:015| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via TURATI FILIPPO;26;1053;;bar scorpion;286;20121;2;BRERA;1;9,19492E+11;4,5476E+11;45.4759806372 / 9.19491874533
2522;C-PE/4588;Via TURATI FILIPPO N. 40| isolato:015| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via TURATI FILIPPO;40;1053;a - Ristorante, trattoria, osteria con cucina e simili;tabacchi;93;20121;2;BRERA;1;9,19582E+11;4,5477E+11;45.4769557984 / 9.19581704724
2523;C-PE/4590;VIA VARESE N. 6| isolato:004| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;VIA VARESE;6;1031;e - Bar gastronomici e simili;;28;20121;2;BRERA;1;91845357128;4,54791E+11;45.4791090992 / 9.1845357128
2524;C-PE/4591;Via VARESE N. 17| isolato:003| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via VARESE;17;1031;;osteria don caffe elmo;50;20121;2;BRERA;1;9,18427E+11;4,54799E+11;45.4799158268 / 9.18426887381
2525;C-PE/4592;PIAZZA VENTICINQUE APRILE N. 1| isolato:004| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;PIAZZA VENTICINQUE APRILE;1;1064;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili;ristorante smeraldino;174;20121;2;BRERA;1;9,18636E+11;4,54803E+11;45.4803256315 / 9.18635925821
2526;C-PE/4593;Via VOLTA ALESSANDRO N. 17| isolato:002| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via VOLTA ALESSANDRO;17;1018;;free style cafe;60;20121;2;BRERA;1;91830045607;4,54803E+11;45.4803085289 / 9.1830045607
2527;C-PE/4594;Via VOLTA ALESSANDRO N. 11| isolato:085| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via VOLTA ALESSANDRO;11;1018;;bar;31;20121;2;BRERA;1;9183462294;45479657607;45.479657607 / 9.183462294
2528;C-PE/4598;Viale ZARA N. 116| isolato:086| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Viale ZARA;116;1170;;ristor.etnico fortaleza;91;20125;12;MACIACHINI - MAGGIOLINA;2;9,19666E+11;4,54986E+11;45.4986102519 / 9.19665783196
2529;C-PE/4599;Viale ZARA N. 132| isolato:033| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Viale ZARA;132;1170;;bar oasi;21;20125;12;MACIACHINI - MAGGIOLINA;2;9,19785E+11;4,55007E+11;45.5006923283 / 9.19784786566
2530;C-PE/4600;Piazzale ISTRIA N. 2| isolato:033| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Piazzale ISTRIA;2;1347;;bar zara;30;20125;12;MACIACHINI - MAGGIOLINA;2;9,19816E+11;4,5501E+11;45.5010354038 / 9.19815586264
2531;C-PE/4601;Via ACERBI ENRICO N. 43| isolato:042| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via ACERBI ENRICO;43;1651;;bar sport;61;20161;83;BRUZZANO;9;9,17317E+11;4,55286E+11;45.5286073754 / 9.17317461794
2532;C-PE/4604;VIA CAPSONI SIRO N. 13| isolato:042| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;VIA CAPSONI SIRO;13;1652;a - Ristorante, trattoria, osteria con cucina e simili;trattoria;85;20161;83;BRUZZANO;9;91732214885;4,55284E+11;45.5284279396 / 9.1732214885
2533;C-PE/4605;Via CASARSA N. 16| isolato:064| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via CASARSA;16;1577;;pizzeria;126;20161;83;BRUZZANO;9;9,17471E+11;4,55249E+11;45.5248974618 / 9.17470867542
2534;C-PE/4606;Via CASARSA N. 16| isolato:064| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via CASARSA;16;1577;c - Tavole calde,self service, fast food e simili;;129;20161;83;BRUZZANO;9;9,17471E+11;4,55249E+11;45.5248974618 / 9.17470867542
2535;C-PE/4608;Via CALTAGIRONE N. 6| isolato:064| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via CALTAGIRONE;6;1567;;;59;20161;83;BRUZZANO;9;9,17396E+11;4,55237E+11;45.5237435846 / 9.17396463801
2536;C-PE/4609;Piazza FORTUNATO GIUSTINO N. 9| isolato:056| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Piazza FORTUNATO GIUSTINO;9;1576;;;27;20161;83;BRUZZANO;9;9,17448E+11;4,5524E+11;45.5240111809 / 9.17447634856
2537;C-PE/2669;Viale SUZZANI GIOVANNI N. 140| isolato:092| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Viale SUZZANI GIOVANNI;140;1446;;;79;20162;14;NIGUARDA - CA' GRANDA;9;9,20346E+11;4,55162E+11;45.5162282513 / 9.20345558991
2538;C-PE/2671;Viale TESTI FULVIO N. 90| isolato:145| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Viale TESTI FULVIO;90;1441;;bar caffe;43;20126;15;BICOCCA;9;9,2043E+11;4,5512E+11;45.5120447919 / 9.20430177294
2539;C-PE/2672;VIALE TESTI FULVIO N. 220| isolato:047| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;VIALE TESTI FULVIO;220;1441;a - Ristorante, trattoria, osteria con cucina e simili;;152;20126;15;BICOCCA;9;9,20782E+11;4,55183E+11;45.5182828581 / 9.20781870695
