_id;Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;denominazione_pe;insegna;superficie_somministrazione;CAP;ID_NIL;NIL;MUNICIPIO;LONG_WGS84;LAT_WGS84;Location
5875;C-PE/21584;Viale FERMI ENRICO N. 98| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Viale FERMI ENRICO;98;1088;;legend 54;174;20161;84;Parco Nord;9;9,17903E+11;4,55163E+11;45.5163420921 / 9.17903190557
5876;C-PE/21585;Via ARNALDO DA BRESCIA N. 3 (z.d. 9);SOMMINISTRAZIONE - In piano;Via ARNALDO DA BRESCIA;3;1151;;;51;20159;11;ISOLA;9;9,18261E+11;45490262294;45.490262294 / 9.18261082406
5877;C-PE/21586;VIA PISACANE CARLO N. 47| isolato:149| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;VIA PISACANE CARLO;47;2188;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;;118;20129;21;BUENOS AIRES - VENEZIA;3;9,211E+11;4,5473E+11;45.4729747493 / 9.21100203267
5878;C-PE/21591;Via PETROCCHI POLICARPO N. 34 (z.d. 2);SOMMINISTRAZIONE - In piano;Via PETROCCHI POLICARPO;34;2320;;;138;20127;19;PADOVA;2;9,22463E+11;4,55025E+11;45.5025322135 / 9.22462872134
5879;C-PE/21592;VIALE MONTE NERO N. 50 (z.d. 4);SOMMINISTRAZIONE - In piano;VIALE MONTE NERO;50;3062;;;61;20135;26;XXII MARZO;4;92063342389;4,54584E+11;45.4583614898 / 9.2063342389
5880;C-PE/21593;Via BERGAMO N. 27| isolato:097| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via BERGAMO;27;3189;;fly pizza 3 snc;44;20135;26;XXII MARZO;4;9,21083E+11;4,54558E+11;45.4558360947 / 9.21082788456
5881;C-PE/21597;Via CASTROVILLARI N. 23| isolato:150| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Via CASTROVILLARI;23;6299;;old rooster;43;20152;55;BAGGIO;7;9,08754E+11;4,54558E+11;45.4558243342 / 9.08754379625
5882;C-PE/21604;Via ARCONATI COSTANZA N. 9 (z.d. 4);SOMMINISTRAZIONE - In piano;Via ARCONATI COSTANZA;9;3211;;;34;20137;28;UMBRIA - MOLISE;4;9,21864E+11;4,5458E+11;45.4579656227 / 9.21863952232
5883;C-PE/21611;Via SARPI FRA' PAOLO N. 50 (z.d. 8);SOMMINISTRAZIONE - In piano;Via SARPI FRA' PAOLO;50;7210;g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;;47;20154;69;SARPI;8;9,17267E+11;4,54812E+11;45.4811918144 / 9.17266502334
5884;C-PE/21613;Via SOLARI ANDREA N. 1| isolato:027| (z.d. 6);SOMMINISTRAZIONE - In piano;Via SOLARI ANDREA;1;5111;;;53;20144;44;NAVIGLI;6;9,16895E+11;4,54569E+11;45.4568712865 / 9.16894937379
5885;C-PE/21616;Via SFORZA ASCANIO N. 73| isolato:001| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via SFORZA ASCANIO;73;5201;a - Ristorante, trattoria, osteria con cucina e simili;;81;20141;43;TIBALDI;5;9,17616E+11;4,54426E+11;45.4426114482 / 9.17616490565
5886;PE/25904;Via PALANZONE N. 32 (z.d. 9);SOMMINISTRAZIONE - In piano;Via PALANZONE;32;1600;f - Bar caffè e simili;;37;20162;14;NIGUARDA - CA' GRANDA;9;9,19223E+11;4,55186E+11;45.5185961691 / 9.19222951693
5887;C-PE/22819;Via FOSCOLO UGO N. 4 (z.d. 1);SOMMINISTRAZIONE - In piano;Via FOSCOLO UGO;4;205;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili|f - Bar caffè e simili;;368;20121;1;DUOMO;1;91908355882;4,54653E+11;45.4652809847 / 9.1908355882
5888;C-PE/22823;VIA PARETO VILFREDO N. 3 (z.d. 8);SOMMINISTRAZIONE - In piano;VIA PARETO VILFREDO;3;658;;;72;20123;1;DUOMO;1;9,17755E+11;4,5465E+11;45.4650073038 / 9.17754762318
5889;C-PE/22831;Alzaia NAVIGLIO PAVESE N. 24 (z.d. 6);SOMMINISTRAZIONE - In piano;Alzaia NAVIGLIO PAVESE;24;5161;;;51;20143;44;NAVIGLI;6;9,17713E+11;4,5449E+11;45.4490399726 / 9.17713160924
5890;C-PE/22843;Via CESARIANO CESARE N. 8 (z.d. 1);SOMMINISTRAZIONE - In piano;Via CESARIANO CESARE;8;7113;a - Ristorante, trattoria, osteria con cucina e simili;;34;20154;69;SARPI;1;9,17632E+11;4,54784E+11;45.4783630873 / 9.17631902995
5891;C-PE/22846;VIA PLINIO CAIO SECONDO N. 17 (z.d. 3);SOMMINISTRAZIONE - In piano;VIA PLINIO CAIO SECONDO;17;703;;;38;;;;;;;
5892;C-PE/22850;VIALE ARETUSA N. 34 (z.d. 7);SOMMINISTRAZIONE - In piano;VIALE ARETUSA;34;6565;;;38;20147;52;BANDE NERE;7;9,13664E+11;4,5466E+11;45.4660422423 / 9.13663637751
5893;C-PE/22851;Piazza RISORGIMENTO N. 5 (z.d. 3);SOMMINISTRAZIONE - In piano;Piazza RISORGIMENTO;5;3117;;;31;20129;21;BUENOS AIRES - VENEZIA;3;9,21072E+11;4,54684E+11;45.4683735268 / 9.21071507753
5894;C-PE/22855;Via MOSCOVA (DELLA) N. 46/9 num.046/9 con ing. anche da c.so garib..| (z.d. 1);SOMMINISTRAZIONE - In piano;Via MOSCOVA (DELLA);;1016;;;63;20121;2;BRERA;1;9,18601E+11;4,54785E+11;45.4784580775 / 9.18600883137
5895;C-PE/22872;Via PACINI GIOVANNI N. 17| isolato:052| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Via PACINI GIOVANNI;17;2571;;;51;20131;22;CITTA' STUDI;3;9,22685E+11;4,54816E+11;45.4815827899 / 9.22684971518
5896;C-PE/22874;Via VIGEVANO N. 41 (z.d. 6);SOMMINISTRAZIONE - In piano;Via VIGEVANO;41;5116;;;75;20144;44;NAVIGLI;6;91711689195;4,5453E+11;45.4530399827 / 9.1711689195
5897;C-PE/22876;Via MANTOVA N. 10 (z.d. 5);SOMMINISTRAZIONE - In piano;Via MANTOVA;10;4217;;;34;20135;27;PTA ROMANA;5;92066647003;4,5448E+11;45.4480154572 / 9.2066647003
5898;PE/24700;Via SARPI FRA' PAOLO N. 60 (z.d. 8);SOMMINISTRAZIONE - In piano;Via SARPI FRA' PAOLO;60;7210;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;;80;20154;69;SARPI;8;9,17094E+11;4,54811E+11;45.4810618804 / 9.17093504563
5899;PE/26227;Via PASTORELLI GIOVANNI N. 19 (z.d. 6);SOMMINISTRAZIONE - In piano;Via PASTORELLI GIOVANNI;19;5274;e - Bar gastronomici e simili;;60;20143;44;NAVIGLI;6;9,16047E+11;4,54463E+11;45.4462826795 / 9.16046501442
5900;PE/25133;Via PALESTRO N. 2 (z.d. 1);SOMMINISTRAZIONE - In piano;Via PALESTRO;2;2102;e - Bar gastronomici e simili;;191;20121;4;GUASTALLA;1;9,19647E+11;4,54728E+11;45.4727781656 / 9.19647156133
5901;C-PE/18800;Via MACCHI MAURO N. 2 (z.d. 2);SOMMINISTRAZIONE - In piano;Via MACCHI MAURO;2;2133;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili|f - Bar caffè e simili;;136;20124;10;CENTRALE;2;9,20391E+11;4,5481E+11;45.4810474172 / 9.20390508057
5902;C-PE/18801-1;VIA NN N. 0 ();SOMMINISTRAZIONE - In piano;VIA NN;0;0;;;;;;;;;;
5903;C-PE/18802;Via SALASCO N. 29 (z.d. 5);SOMMINISTRAZIONE - In piano;Via SALASCO;29;4051;;;73;20136;5;VIGENTINA;5;9,19614E+11;4,54507E+11;45.4506864431 / 9.19614268457
5904;C-PE/18803;Viale UMBRIA N. 120 (z.d. 4);SOMMINISTRAZIONE - In piano;Viale UMBRIA;120;3145;;;236;20135;26;XXII MARZO;4;9,21768E+11;4,54611E+11;45.4610790577 / 9.21767534938
5905;C-PE/18809;Via BUONARROTI MICHELANGELO N. 15 (z.d. 7);SOMMINISTRAZIONE - In piano;Via BUONARROTI MICHELANGELO;15;6253;;;21;20149;58;DE ANGELI - MONTE ROSA;7;91550301692;4,54686E+11;45.4685786151 / 9.1550301692
5906;C-PE/18814;Via ASTESANI ALESSANDRO N. 41 (z.d. 9);SOMMINISTRAZIONE - In piano;Via ASTESANI ALESSANDRO;41;1558;;;158;20161;80;AFFORI;9;9,16956E+11;4,55198E+11;45.5197775778 / 9.16955798456
5907;C-PE/18821;Piazza GHIRLANDAIO DOMENICO N. 7 (z.d. 7);SOMMINISTRAZIONE - In piano;Piazza GHIRLANDAIO DOMENICO;7;6598;;;37;20148;52;BANDE NERE;7;9,14576E+11;4546686765;45.46686765 / 9.14575950546
5908;C-PE/18822;Via LODOVICO IL MORO N. 93 (z.d. 6);SOMMINISTRAZIONE - In piano;Via LODOVICO IL MORO;93;5290;f - Bar caffè e simili;;38;20143;48;RONCHETTO S/N;6;9140771591;4,54444E+11;45.4443600796 / 9.140771591
5909;C-PE/18824;Viale ORIONE DON LUIGI N. 20 (z.d. 2);SOMMINISTRAZIONE - In piano;Viale ORIONE DON LUIGI;20;2378;;;56;20132;19;PADOVA;2;9,23932E+11;4,55002E+11;45.5001763871 / 9.23931600841
5910;C-PE/18830;Via ZUMBINI BONAVENTURA N. 6 (z.d. 6);SOMMINISTRAZIONE - In piano;Via ZUMBINI BONAVENTURA;6;5302;a - Ristorante, trattoria, osteria con cucina e simili|h - Wine bar, birreria, pub enoteche, caffetteria, sala da te e simili;;113;20143;45;S. CRISTOFORO;6;9,15834E+11;4,54414E+11;45.4414416472 / 9.15834402753
5911;C-PE/18849;Via CESARE DA SESTO N. 7 (z.d. 1);SOMMINISTRAZIONE - In piano;Via CESARE DA SESTO;7;5101;;;41;20123;7;MAGENTA - S. VITTORE;1;9,17285E+11;4,54575E+11;45.4574894904 / 9.17285190026
5912;C-PE/18855;Via PIERMARINI GIUSEPPE FRANCESCO N. 4 (z.d. 1);SOMMINISTRAZIONE - In piano;Via PIERMARINI GIUSEPPE FRANCESCO;4;7139;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili|e - Bar gastronomici e simili|f - Bar caffè e simili;;41;20145;68;PAGANO;1;9,1705E+11;4,54763E+11;45.4763159438 / 9.17050045835
5913;C-PE/18856;Largo GELSOMINI (DEI) N. 2 (z.d. 6);SOMMINISTRAZIONE - In piano;Largo GELSOMINI (DEI);2;5394;;;67;20146;49;GIAMBELLINO;6;9,13736E+11;4,54482E+11;45.4481858816 / 9.13735918006
5914;C-PE/18858;Via CORIO BERNARDINO N. 8 (z.d. 4);SOMMINISTRAZIONE - In piano;Via CORIO BERNARDINO;8;4102;f - Bar caffè e simili;;89;20135;27;PTA ROMANA;4;9,20525E+11;4,54516E+11;45.4515850026 / 9.20524999664
5915;C-PE/18861;VIA CAMBIASI POMPEO num.014/3| (z.d. 3);SOMMINISTRAZIONE - In piano;VIA CAMBIASI POMPEO;;658;c - Tavole calde,self service, fast food e simili;;120;;;;;;;
5916;C-PE/18862;Via VILLORESI EUGENIO N. 16 (z.d. 6);SOMMINISTRAZIONE - In piano;Via VILLORESI EUGENIO;16;5145;;;53;20143;44;NAVIGLI;6;9,16291E+11;4,54476E+11;45.4476010273 / 9.16290858453
5917;PE/27799;Via PETRARCA FRANCESCO N. 4 (z.d. 1);SOMMINISTRAZIONE - In piano;Via PETRARCA FRANCESCO;4;6182;a - Ristorante, trattoria, osteria con cucina e simili;;98;20123;7;MAGENTA - S. VITTORE;1;9,16958E+11;4,54716E+11;45.4715896113 / 9.16957568789
5918;C-PE/19947;Via SPARTACO N. 25 (z.d. 4);SOMMINISTRAZIONE - In piano;Via SPARTACO;25;3186;;;43;20135;26;XXII MARZO;4;9,21102E+11;4,54585E+11;45.4584888067 / 9.21101880289
5919;C-PE/19949;Via CASTALDI PANFILO N. 27 (z.d. 3);SOMMINISTRAZIONE - In piano;Via CASTALDI PANFILO;27;2119;;;46;20124;21;BUENOS AIRES - VENEZIA;3;9,20335E+11;4,54766E+11;45.4766311238 / 9.20335163071
5920;C-PE/19958;Via LORENTEGGIO N. 41 (z.d. 6);SOMMINISTRAZIONE - In piano;Via LORENTEGGIO;41;5132;e - Bar gastronomici e simili;;42;20146;49;GIAMBELLINO;6;9,14747E+11;4,54533E+11;45.4533254997 / 9.14746772167
5921;C-PE/19959;Via VOLTA ALESSANDRO N. 12 (z.d. 1);SOMMINISTRAZIONE - In piano;Via VOLTA ALESSANDRO;12;1018;;;50;20121;2;BRERA;1;9,18357E+11;45479848675;45.479848675 / 9.18357475643
5922;C-PE/19960;Via PIERO DELLA FRANCESCA N. 54 (z.d. 8);SOMMINISTRAZIONE - In piano;Via PIERO DELLA FRANCESCA;54;7188;;;36;20154;69;SARPI;8;9,16181E+14;4,54853E+14;45.4852650975384 / 9.16180994569934
5923;C-PE/19968;Via LOSANNA N. 36 (z.d. 8);SOMMINISTRAZIONE - In piano;Via LOSANNA;36;7190;;;35;20154;69;SARPI;8;9,16496E+11;4,54866E+11;45.4866084654 / 9.16496192694
5924;C-PE/19975;Via NICOLA D'APULIA N. 4 (z.d. 2);SOMMINISTRAZIONE - In piano;Via NICOLA D'APULIA;4;2290;;;38;20125;20;LORETO;2;9,21617E+11;4,54936E+11;45.4936027101 / 9.21617178303
5925;C-PE/19999;Viale GRAN SASSO N. 5 (z.d. 3);SOMMINISTRAZIONE - In piano;Viale GRAN SASSO;5;2243;;;43;20131;21;BUENOS AIRES - VENEZIA;3;9,21829E+11;4,54833E+11;45.4833317978 / 9.21829484495
5926;C-PE/20335;Via DIOTTI BENEDETTO N. 45 (z.d. 7);SOMMINISTRAZIONE - In piano;Via DIOTTI BENEDETTO;45;6753;;;118;20153;55;BAGGIO;7;9,08633E+11;45468790371;45.468790371 / 9.08632771275
5927;C-PE/20348;Viale BLIGNY N. 29 (z.d. 5);SOMMINISTRAZIONE - In piano;Viale BLIGNY;29;4045;;;13;20136;5;VIGENTINA;5;9,19356E+11;4,5451E+11;45.4510437327 / 9.19356192845
5928;C-PE/20349;Via VALLA LORENZO N. 25 (z.d. 5);SOMMINISTRAZIONE - In piano;Via VALLA LORENZO;25;5336;f - Bar caffè e simili;;60;20141;42;STADERA;5;9,18527E+11;4,54338E+11;45.4337502924 / 9.18526502302
5929;C-PE/20351;Piazzale CANTORE ANTONIO N. 3 (z.d. 1);SOMMINISTRAZIONE - In piano;Piazzale CANTORE ANTONIO;3;5103;;;55;20123;6;TICINESE;1;9,17443E+11;4,54557E+11;45.4556727833 / 9.17443068491
5930;PE/26929;Via CERVIGNANO N. 1 (z.d. 4);SOMMINISTRAZIONE - In piano;Via CERVIGNANO;1;3218;a - Ristorante, trattoria, osteria con cucina e simili;;89;20137;28;UMBRIA - MOLISE;4;9,22169E+11;4,54581E+11;45.4580805419 / 9.22169236238
5931;PE/26930;VIA PACIOLI FRA' LUCA N. 9 (z.d. 1);SOMMINISTRAZIONE - In piano;VIA PACIOLI FRA' LUCA;9;5104;f - Bar caffè e simili|d - Pizzerie e simili;;46;20144;7;MAGENTA - S. VITTORE;1;9,17091E+11;4,54564E+11;45.4563800112 / 9.17090698825
5932;C-PE/21632;PIAZZA FONTANA N. 3|pza fontana 003| (z.d. 1);SOMMINISTRAZIONE - In piano;PIAZZA FONTANA;3;658;h - Wine bar, birreria, pub enoteche, caffetteria, sala da te e simili;starhotel;95;20123;1;DUOMO;1;9,17755E+11;4,5465E+11;45.4650073038 / 9.17754762318
5933;C-PE/21638;Via PRINCIPE EUGENIO N. 23 (z.d. 8);SOMMINISTRAZIONE - In piano;Via PRINCIPE EUGENIO;23;7223;e - Bar gastronomici e simili;;24;20155;70;GHISOLFA;8;9,16448E+11;4,549E+11;45.4899578619 / 9.16448489356
5934;C-PE/21642;Via OLGETTINA N. 60 interno tunnel commerciale| isolato:004| (z.d. 3);SOMMINISTRAZIONE - In piano;Via OLGETTINA;60;2530;;;113;20132;18;Parco Lambro - CIMIANO;3;9,26786E+11;4,55061E+11;45.5060615834 / 9.26786297215
5935;C-PE/21644;VIA BENEFATTORI DELL'OSPEDALE N. 1 (z.d. 9);SOMMINISTRAZIONE - In piano;VIA BENEFATTORI DELL'OSPEDALE;1;1522;;;49;20159;12;MACIACHINI - MAGGIOLINA;9;9,18873E+11;4,5504E+11;45.5039841351 / 9.18872922839
5936;C-PE/21670;Via BUSONI FERRUCCIO N. 12 (z.d. 4);SOMMINISTRAZIONE - In piano;Via BUSONI FERRUCCIO;12;3222;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili|f - Bar caffè e simili;;59;20137;28;UMBRIA - MOLISE;4;9,22288E+11;4,54585E+11;45.4584783525 / 9.22288125203
5937;C-PE/21672;Viale PASUBIO N. 16| isolato:313| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Viale PASUBIO;16;1112;;;45;20154;9;GARIBALDI REPUBBLICA;9;9,18254E+14;4,54822E+14;45.4821516910988 / 9.18254224768486
5938;C-PE/21674;Via PADOVA N. 80| isolato:336| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via PADOVA;80;2275;;hela kebab;31;20131;20;LORETO;2;9,22519E+11;4,54924E+11;45.4924010273 / 9.22519191911
5939;C-PE/21680;Piazza MONTE FALTERONA N. 2| isolato:252| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Piazza MONTE FALTERONA;2;6558;;;32;20148;57;SELINUNTE;7;9,14111E+11;4,54739E+11;45.4738682582 / 9.14111138637
5940;C-PE/21686;Viale ROMAGNA N. 2| isolato:186| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Viale ROMAGNA;2;3102;;;34;20133;22;CITTA' STUDI;3;9,22414E+11;45469142517;45.469142517 / 9.22414124579
5941;C-PE/21690;Via FARINI CARLO N. 6 (z.d. 9);SOMMINISTRAZIONE - In piano;Via FARINI CARLO;6;1114;a - Ristorante, trattoria, osteria con cucina e simili;;59;20154;9;GARIBALDI REPUBBLICA;9;9,18174E+14;4,54833E+14;45.4832633179921 / 9.18174029827452
5942;C-PE/21699;Viale TROYA CARLO N. 8| isolato:165| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Viale TROYA CARLO;8;5140;;;23;20144;49;GIAMBELLINO;6;9,15434E+11;4,54517E+11;45.4517343491 / 9.15434265138
5943;C-PE/21700;Via LUINI BERNARDINO N. 9|via luini bernardino 009| isolato:256| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via LUINI BERNARDINO;9;638;;;106;20123;1;DUOMO;1;9,17933E+11;4,54643E+11;45.4642870505 / 9.17933356447
5944;C-PE/21706;Via MAR NERO N. 2 (z.d. 7);SOMMINISTRAZIONE - In piano;Via MAR NERO;2;6415;;;44;20152;56;FORZE ARMATE;7;91024703058;4,54583E+11;45.4583382313 / 9.1024703058
5945;PE/25427;Via GIACOSA GIUSEPPE N. 2 (z.d. 2);SOMMINISTRAZIONE - In piano;Via GIACOSA GIUSEPPE;2;2310;d - Pizzerie e simili|a - Ristorante, trattoria, osteria con cucina e simili;;180;20127;20;LORETO;2;9,22319E+11;4,54914E+11;45.4914103012 / 9.22318593525
5946;C-PE/22955;Via PESTALOZZI GIOVANNI ENRICO N. 2 (z.d. 6);SOMMINISTRAZIONE - In piano;Via PESTALOZZI GIOVANNI ENRICO;2;5294;;;92;20143;45;S. CRISTOFORO;6;9,15494E+11;4,54473E+11;45.4472597814 / 9.15493583025
5947;C-PE/22957;Via SANZIO RAFFAELLO N. 16 (z.d. 7);SOMMINISTRAZIONE - In piano;Via SANZIO RAFFAELLO;16;6283;;;8;20149;58;DE ANGELI - MONTE ROSA;7;9,15235E+11;45468565825;45.468565825 / 9.15235378503
5948;C-PE/22961;Via LORENTEGGIO N. 238 (z.d. 6);SOMMINISTRAZIONE - In piano;Via LORENTEGGIO;238;5132;;;42;20147;53;LORENTEGGIO;6;9,12425E+11;4,54461E+11;45.4461453261 / 9.12424767908
5949;C-PE/22962;Via CELLINI BENVENUTO N. 2 (z.d. 4);SOMMINISTRAZIONE - In piano;Via CELLINI BENVENUTO;2;3081;;;310;20129;26;XXII MARZO;4;9,20898E+11;4,54626E+11;45.4625977893 / 9.20898245598
5950;C-PE/22963;Via NICOLAO (SAN) num.003/a| (z.d. 1);SOMMINISTRAZIONE - In piano;Via NICOLAO (SAN);;603;c - Tavole calde,self service, fast food e simili|e - Bar gastronomici e simili|f - Bar caffè e simili;;103;;;;;;;
5951;C-PE/22966;Viale MISURATA N. 60 (z.d. 6);SOMMINISTRAZIONE - In piano;Viale MISURATA;60;6123;;;118;20146;49;GIAMBELLINO;6;9,15281E+11;4,54544E+11;45.4543509647 / 9.15281304826
5952;C-PE/22967;Corso PORTA VIGENTINA (DI) N. 2 (z.d. 1);SOMMINISTRAZIONE - In piano;Corso PORTA VIGENTINA (DI);2;4026;e - Bar gastronomici e simili|f - Bar caffè e simili;;31;20122;5;VIGENTINA;1;9,19545E+11;4,54558E+11;45.4557500771 / 9.19544668975
5953;C-PE/22968;VIA BORSIERI PIETRO N. 28 (z.d. 9);SOMMINISTRAZIONE - In piano;VIA BORSIERI PIETRO;28;1128;d - Pizzerie e simili;;6;20159;11;ISOLA;9;9,18916E+14;4,54888E+14;45.4888017676985 / 9.18916081461101
5954;C-PE/22969;Via MAESTRI CAMPIONESI N. 4 (z.d. 4);SOMMINISTRAZIONE - In piano;Via MAESTRI CAMPIONESI;4;3197;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili;;106;20135;26;XXII MARZO;4;9,21327E+14;4,54574E+14;45.4573514606199 / 9.21327267212017
5955;C-PE/22978;Via FARA GUSTAVO N. 33 (z.d. 9);SOMMINISTRAZIONE - In piano;Via FARA GUSTAVO;33;1183;;;48;20124;9;GARIBALDI REPUBBLICA;9;9,19876E+11;4,54851E+11;45.4851397037 / 9.19875604934
5956;C-PE/22986;VIA PONTE VETERO N. 11|via ponte vetero 011| isolato:305| (z.d. 1);SOMMINISTRAZIONE - In piano;VIA PONTE VETERO;11;718;;;59;20121;2;BRERA;1;9,18496E+11;4,54697E+11;45.4697310273 / 9.18495785199
5957;C-PE/22992;Via CANONICA LUIGI N. 59| isolato:107| (z.d. 1);SOMMINISTRAZIONE - In piano;Via CANONICA LUIGI;59;7121;;;22;20154;69;SARPI;1;9,17243E+11;4,54797E+11;45.4796719763 / 9.17242666582
5958;C-PE/23005;VIA FORNARI PASQUALE N. 44 (z.d. 7);SOMMINISTRAZIONE - In piano;VIA FORNARI PASQUALE;44;6592;e - Bar gastronomici e simili;;87;20146;52;BANDE NERE;7;9,14477E+11;4,54615E+11;45.4614688044 / 9.14476529994
5959;C-PE/23006;Viale BLIGNY N. 41 (z.d. 5);SOMMINISTRAZIONE - In piano;Viale BLIGNY;41;4045;;;23;20136;5;VIGENTINA;5;9,19518E+11;4,5451E+11;45.4510483515 / 9.19518038232
5960;C-PE/23007;Via PORRONE BASSANO N. 8|via porrone bassano 008| isolato:378| (z.d. 1);SOMMINISTRAZIONE - In piano;Via PORRONE BASSANO;8;110;;eat s good;55;20121;2;BRERA;1;9,18657E+11;4,54661E+11;45.4661262418 / 9.18656960163
5961;C-PE/23015;VIA BORGOMAINERIO LUIGI N. 2 (z.d. 3);SOMMINISTRAZIONE - In piano;VIA BORGOMAINERIO LUIGI;2;2685;;;45;20134;23;LAMBRATE;3;92486731754;4,54731E+11;45.4730523099 / 9.2486731754
5962;PE/24931;Via RICCIARELLI DANIELE N. 39 (z.d. 7);SOMMINISTRAZIONE - In piano;Via RICCIARELLI DANIELE;39;6553;e - Bar gastronomici e simili;;53;20148;57;SELINUNTE;7;9,13799E+11;4,5469E+11;45.4690497317 / 9.13798941776
5963;PE/24935;Viale MONTE CENERI N. 60 (z.d. 8);SOMMINISTRAZIONE - In piano;Viale MONTE CENERI;60;7176;e - Bar gastronomici e simili|f - Bar caffè e simili|h - Wine bar, birreria, pub enoteche, caffetteria, sala da te e simili;;25;20155;71;VILLAPIZZONE;8;9,15379E+11;4,54918E+11;45.4918018761 / 9.15378868478
5964;C-PE/19725;Corso GOTTARDO (SAN) N. 49 (z.d. 5);SOMMINISTRAZIONE - In piano;Corso GOTTARDO (SAN);49;5203;;;47;20136;6;TICINESE;5;9,17964E+11;4,54469E+11;45.4468609029 / 9.17964439225
5965;C-PE/19733;Via ALBERTI LEON BATTISTA N. 10 (z.d. 8);SOMMINISTRAZIONE - In piano;Via ALBERTI LEON BATTISTA;10;7167;;;111;20149;67;PORTELLO;8;9,1585E+11;4,54843E+11;45.4843382731 / 9.15849565564
5966;C-PE/19734;Via BRA' N. 2 (z.d. 3);SOMMINISTRAZIONE - In piano;Via BRA';2;2542;e - Bar gastronomici e simili;;48;20132;18;Parco Lambro - CIMIANO;3;9,24718E+11;4,55026E+11;45.5025653391 / 9.24717968116
5967;C-PE/19740;Via WASHINGTON GIORGIO N. 52 (z.d. 7);SOMMINISTRAZIONE - In piano;Via WASHINGTON GIORGIO;52;6111;;;59;20146;51;WASHINGTON;7;9,15472E+11;4,54625E+11;45.4624931341 / 9.15472420214
5968;C-PE/19743;Via PICHI MARIO N. 5 (z.d. 6);SOMMINISTRAZIONE - In piano;Via PICHI MARIO;5;5236;;;46;20143;44;NAVIGLI;6;9,17528E+11;4,54478E+11;45.4477532854 / 9.17527538363
5969;C-PE/19748;Corso SEMPIONE N. 88 con ingr.da v.piero d.francesc| (z.d. 8);SOMMINISTRAZIONE - In piano;Corso SEMPIONE;88;7137;;;85;20154;69;SARPI;8;9,15957E+11;4,54861E+11;45.4860571344 / 9.15957357384
5970;C-PE/19749;Corso SEMPIONE N. 30 (z.d. 8);SOMMINISTRAZIONE - In piano;Corso SEMPIONE;30;7137;;;204;20154;69;SARPI;8;9,1675E+11;4,548E+11;45.4800419996 / 9.16749713236
5971;C-PE/19750;Via OXILIA NINO N. 1 (z.d. 2);SOMMINISTRAZIONE - In piano;Via OXILIA NINO;1;2287;f - Bar caffè e simili;;99;20127;20;LORETO;2;92161121633;4,54928E+11;45.4927921814 / 9.2161121633
5972;C-PE/19754;Via PALAZZI LAZZARO N. 4 con ingresso in viale tunisia| (z.d. 3);SOMMINISTRAZIONE - In piano;Via PALAZZI LAZZARO;4;2171;;;39;20124;21;BUENOS AIRES - VENEZIA;3;9,20594E+11;4,54764E+11;45.4764361165 / 9.20594087965
5973;C-PE/19756;Via CAPECELATRO ALFONSO N. 23 (z.d. 7);SOMMINISTRAZIONE - In piano;Via CAPECELATRO ALFONSO;23;6575;;;28;20148;57;SELINUNTE;7;9,13172E+11;4,54696E+11;45.4695869472 / 9.13171709127
5974;C-PE/19762;VIALE UMBRIA N. 101 (z.d. 4);SOMMINISTRAZIONE - In piano;VIALE UMBRIA;101;3145;;;30;20135;26;XXII MARZO;4;9,21694E+11;4,54574E+11;45.4574429578 / 9.21694338158
5975;C-PE/20368;Via AGORDAT N. 25 (z.d. 2);SOMMINISTRAZIONE - In piano;Via AGORDAT;25;2362;;;100;20127;19;PADOVA;2;9,23357E+11;4,55019E+11;45.5019449727 / 9.23357094856
